statid;timeobs;jordtemperatur 1m (°C);label
610200;20090923;13.9;1100
610200;20090924;13.9;1100
610200;20090925;13.8;1100
610200;20090926;13.9;1100
610200;20090927;13.9;1100
610200;20090928;13.8;1100
610200;20090929;13.7;1100
610200;20090930;13.5;1100
610200;20081001;13.3;1100
610200;20081002;13.1;1100
610200;20081003;12.9;1100
610200;20081004;12.7;1100
610200;20081005;12.6;1100
610200;20081006;12.4;1100
610200;20081007;12.4;1100
610200;20081008;12.4;1100
610200;20081009;12.3;1100
610200;20081010;12.3;1100
610200;20081011;12.3;1100
610200;20081012;12.4;1100
610200;20081013;12.4;1100
610200;20081014;12.3;1100
610200;20081015;12.2;1100
610200;20081016;12.0;1100
610200;20081017;11.8;1100
610200;20081018;11.6;1100
610200;20081019;11.3;1100
610200;20081020;11.1;1100
610200;20081021;10.8;1100
610200;20081022;10.6;1100
610200;20081023;10.5;1100
610200;20081024;10.5;1100
610200;20081025;10.5;1100
610200;20081026;10.5;1100
610200;20081027;10.6;1100
610200;20081028;10.8;1100
610200;20081029;10.9;1100
610200;20081030;11.0;1100
610200;20081031;10.9;1100
610200;20101101;10.8;1100
610200;20101102;10.7;1100
610200;20101103;10.6;1100
610200;20101104;10.5;1100
610200;20101105;10.4;1100
610200;20101106;10.2;1100
610200;20101107;10.1;1100
610200;20101108;10.0;1100
610200;20101109;10.0;1100
610200;20101110;9.9;1100
610200;20101111;9.7;1100
610200;20101112;9.5;1100
610200;20101113;9.3;1100
610200;20101114;9.1;1100
610200;20101115;9.0;1100
610200;20101116;8.9;1100
610200;20101117;8.8;1100
610200;20101118;8.8;1100
610200;20101119;8.8;1100
610200;20101120;8.8;1100
610200;20101121;8.8;1100
610200;20101122;8.5;1100
610200;20101123;8.2;1100
610200;20101124;7.9;1100
610200;20101125;7.5;1100
610200;20101126;7.2;1100
610200;20101127;6.9;1100
610200;20101128;6.8;1100
610200;20101129;6.8;1100
610200;20101130;6.8;1100
610200;20091201;6.7;1100
610200;20091202;6.7;1100
610200;20091203;6.6;1100
610200;20091204;6.5;1100
610200;20091205;6.4;1100
610200;20091206;6.3;1100
610200;20091207;6.2;1100
610200;20091208;6.1;1100
610200;20091209;6.0;1100
610200;20091210;5.8;1100
610200;20091211;5.6;1100
610200;20091212;5.3;1100
610200;20091213;5.1;1100
610200;20091214;4.9;1100
610200;20091215;5.1;1100
610200;20091216;5.2;1100
610200;20091217;5.3;1100
610200;20091218;5.4;1100
610200;20091219;5.7;1100
610200;20091220;5.9;1100
610200;20091221;6.1;1100
610200;20091222;6.1;1100
610200;20091223;6.3;1100
610200;20091224;6.5;1100
610200;20091225;6.6;1100
610200;20091226;6.7;1100
610200;20091227;6.6;1100
610200;20091228;6.5;1100
610200;20091229;6.2;1100
610200;20091230;6.0;1100
610200;20091231;5.7;1100
