statid;timeobs;jordtemperatur 1m (°C);label
601900;20050606;10.5;1100
601900;20050607;10.6;1100
601900;20050608;10.6;1100
601900;20050609;10.6;1100
601900;20050610;10.5;1100
601900;20050611;10.5;1100
601900;20050612;10.4;1100
601900;20050613;10.4;1100
601900;20050614;10.5;1100
601900;20050615;10.7;1100
601900;20050616;10.9;1100
601900;20050617;11.1;1100
601900;20050618;11.3;1100
601900;20050619;11.4;1100
601900;20050620;11.5;1100
601900;20050621;11.5;1100
601900;20050622;11.5;1100
601900;20050623;11.7;1100
601900;20050624;11.9;1100
601900;20050625;11.9;1100
601900;20050626;12.0;1100
601900;20050627;12.1;1100
601900;20050628;12.2;1100
601900;20050629;12.2;1100
601900;20050630;12.3;1100
601900;20090701;12.4;1100
601900;20090702;12.5;1100
601900;20090703;12.7;1100
601900;20090704;13.1;1100
601900;20090705;13.5;1100
601900;20090706;13.9;1100
601900;20090707;14.1;1100
601900;20090708;14.4;1100
601900;20090709;14.8;1100
601900;20090710;15.0;1100
601900;20090711;15.0;1100
601900;20090712;14.9;1100
601900;20090713;14.9;1100
601900;20090714;14.9;1100
601900;20090715;14.9;1100
601900;20090716;14.9;1100
601900;20090717;15.1;1100
601900;20090718;15.3;1100
601900;20090719;15.6;1100
601900;20090720;15.8;1100
601900;20090721;15.9;1100
601900;20090722;15.9;1100
601900;20090723;15.8;1100
601900;20090724;15.7;1100
601900;20090725;15.5;1100
601900;20090726;15.3;1100
601900;20090727;15.1;1100
601900;20090728;15.0;1100
601900;20090729;14.9;1100
601900;20090730;14.9;1100
601900;20090731;15.0;1100
601900;20090801;15.0;1100
601900;20090802;15.1;1100
601900;20090803;15.1;1100
601900;20090804;15.1;1100
601900;20090805;15.1;1100
601900;20090806;15.0;1100
601900;20090807;14.9;1100
601900;20090808;14.9;1100
601900;20090809;14.9;1100
601900;20090810;14.8;1100
601900;20090811;14.8;1100
601900;20090812;14.8;1100
601900;20090813;14.8;1100
601900;20090814;14.7;1100
601900;20090815;14.6;1100
601900;20090816;14.5;1100
601900;20090817;14.5;1100
601900;20090818;14.5;1100
601900;20090819;14.6;1100
601900;20090820;14.7;1100
601900;20090821;14.9;1100
601900;20090822;15.1;1100
601900;20090823;15.3;1100
601900;20090824;15.5;1100
601900;20090825;15.6;1100
601900;20090826;15.6;1100
601900;20090827;15.6;1100
601900;20090828;15.5;1100
601900;20090829;15.3;1100
601900;20090830;15.2;1100
601900;20090831;15.1;1100
601900;20090901;14.9;1100
601900;20090902;14.8;1100
601900;20090903;14.7;1100
601900;20090904;14.7;1100
601900;20090905;14.8;1100
601900;20090906;14.8;1100
601900;20090907;14.8;1100
601900;20090908;14.9;1100
601900;20090909;14.9;1100
601900;20090910;14.9;1100
601900;20090911;14.9;1100
601900;20090912;14.8;1100
601900;20090913;14.7;1100
601900;20090914;14.6;1100
601900;20090915;14.5;1100
601900;20090916;14.4;1100
601900;20090917;14.3;1100
601900;20090918;14.2;1100
601900;20090919;14.1;1100
601900;20090920;14.1;1100
601900;20090921;14.1;1100
601900;20090922;14.0;1100
601900;20090923;14.0;1100
601900;20090924;14.0;1100
601900;20090925;13.9;1100
601900;20090926;13.9;1100
601900;20090927;13.8;1100
601900;20090928;13.8;1100
601900;20090929;13.7;1100
601900;20090930;13.5;1100
601900;20081001;13.4;1100
601900;20081002;13.2;1100
601900;20081003;13.0;1100
601900;20081004;12.9;1100
601900;20081005;12.7;1100
601900;20081006;12.6;1100
601900;20081007;12.5;1100
601900;20081008;12.5;1100
601900;20081009;12.5;1100
601900;20081010;12.5;1100
601900;20081011;12.5;1100
601900;20081012;12.5;1100
601900;20081013;12.5;1100
601900;20081014;12.3;1100
601900;20081015;12.2;1100
601900;20081016;12.0;1100
601900;20081017;11.8;1100
601900;20081018;11.6;1100
601900;20081019;11.4;1100
601900;20081020;11.2;1100
601900;20081021;11.0;1100
601900;20081022;10.9;1100
601900;20081023;10.9;1100
601900;20081024;10.8;1100
601900;20081025;10.9;1100
601900;20081026;11.0;1100
601900;20081027;11.0;1100
601900;20081028;11.1;1100
601900;20081029;11.2;1100
601900;20081030;11.2;1100
601900;20081031;11.1;1100
601900;20101101;11.0;1100
601900;20101102;10.8;1100
601900;20101103;10.7;1100
601900;20101104;10.6;1100
601900;20101105;10.5;1100
601900;20101106;10.3;1100
601900;20101107;10.3;1100
601900;20101108;10.2;1100
601900;20101109;10.2;1100
601900;20101110;10.1;1100
601900;20101111;9.9;1100
601900;20101112;9.7;1100
601900;20101113;9.5;1100
601900;20101114;9.2;1100
601900;20101115;9.0;1100
601900;20101116;8.8;1100
601900;20101117;8.7;1100
601900;20101118;8.5;1100
601900;20101119;8.5;1100
601900;20101120;8.5;1100
601900;20101121;8.4;1100
601900;20101122;8.1;1100
601900;20101123;7.9;1100
601900;20101124;7.6;1100
601900;20101125;7.3;1100
601900;20101126;7.0;1100
601900;20101127;6.8;1100
601900;20101128;6.7;1100
601900;20101129;6.7;1100
601900;20101130;6.6;1100
601900;20091201;6.6;1100
601900;20091202;6.5;1100
601900;20091203;6.4;1100
601900;20091204;6.3;1100
601900;20091205;6.1;1100
601900;20091206;5.9;1100
601900;20091207;5.8;1100
601900;20091208;5.7;1100
601900;20091209;5.6;1100
601900;20091210;5.5;1100
601900;20091211;5.4;1100
601900;20091212;5.3;1100
601900;20091213;5.1;1100
601900;20091214;4.9;1100
601900;20091215;5.1;1100
601900;20091216;5.1;1100
601900;20091217;5.2;1100
601900;20091218;5.3;1100
601900;20091219;5.5;1100
601900;20091220;5.7;1100
601900;20091221;6.0;1100
601900;20091222;6.0;1100
601900;20091223;6.1;1100
601900;20091224;6.2;1100
601900;20091225;6.3;1100
601900;20091226;6.4;1100
601900;20091227;6.4;1100
601900;20091228;6.3;1100
601900;20091229;6.1;1100
601900;20091230;5.9;1100
601900;20091231;5.7;1100
