statid;the_date;elem_val(MJ/m^2)
606500;20060527;13.6
606500;20060528;10.3
606500;20060529;20
606500;20060530;20.6
606500;20060531;25
606500;20050601;10
606500;20050602;3.8
606500;20050603;11.8
606500;20050604;7.3
606500;20050605;7.2
606500;20050606;13.7
606500;20050607;27.9
606500;20050608;26
606500;20050609;26.1
606500;20050610;27.3
606500;20050611;17.2
606500;20050612;16.4
606500;20050613;11
606500;20050614;12.9
606500;20050615;28.4
606500;20050616;12.1
606500;20050617;8.3
606500;20050618;27.5
606500;20050619;15
606500;20050620;26.7
606500;20050621;7.9
606500;20050622;26.8
606500;20050623;27.5
606500;20050624;27.3
606500;20050625;26
606500;20050626;25.3
606500;20050627;15
606500;20050628;28.5
606500;20050629;30.5
606500;20050630;28.3
606500;20090701;28.5
606500;20090702;25
606500;20090703;26.5
606500;20090704;28.5
606500;20090705;12.7
606500;20090706;15.3
606500;20090707;18.4
606500;20090708;14.6
606500;20090709;24
606500;20090710;14.6
606500;20090711;18.9
606500;20090712;16
606500;20090713;20.6
606500;20090714;21.2
606500;20090715;20.7
606500;20090716;22.7
606500;20090717;19.2
606500;20090718;4.5
606500;20090719;18.7
606500;20090720;17.2
606500;20090721;26.4
606500;20090722;11
606500;20090723;4.9
606500;20090724;15
606500;20090725;19.8
606500;20090726;18.8
606500;20090727;7
606500;20090728;23.2
606500;20090729;9.7
606500;20090730;7.6
606500;20090731;19.9
606500;20090801;19
606500;20090802;11.3
606500;20090803;16.5
606500;20090804;21.5
606500;20090805;22.3
606500;20090806;22.4
606500;20090807;25
606500;20090808;11.6
606500;20090809;12.9
606500;20090810;8.2
606500;20090811;14.4
606500;20090812;15
606500;20090813;20
606500;20090814;20.4
606500;20090815;5.1
606500;20090816;17.6
606500;20090817;9
606500;20090818;20.1
606500;20090819;19.2
606500;20090820;20.6
606500;20090821;18
606500;20090822;19.8
606500;20090823;14.6
606500;20090824;20.5
606500;20090825;8.5
606500;20090826;17.2
606500;20090827;9.1
606500;20090828;8.9
606500;20090829;13.7
606500;20090830;15.8
606500;20090831;3.8
606500;20090901;16.1
606500;20090902;13.3
606500;20090903;5.5
606500;20090904;8.2
606500;20090905;7
606500;20090906;12.8
606500;20090907;5.2
606500;20090908;14.4
606500;20090909;15
606500;20090910;17.3
606500;20090911;13.3
606500;20090912;12.5
606500;20090913;15.1
606500;20090914;16.2
606500;20090915;14.9
606500;20090916;12.1
606500;20090917;12.7
606500;20090918;14.4
606500;20090919;14.3
606500;20090920;7.1
606500;20090921;8.6
606500;20090922;6
606500;20090923;8.8
606500;20090924;10.8
606500;20090925;7.5
606500;20090926;5.4
606500;20090927;5.6
606500;20090928;6.4
606500;20090929;12.7
606500;20090930;7.8
606500;20081001;7.5
606500;20081002;11
606500;20081003;9.8
606500;20081004;7.8
606500;20081005;8.4
606500;20081006;11
606500;20081007;7
606500;20081008;4
606500;20081009;10.5
606500;20081010;2.6
606500;20081011;1.8
606500;20081012;7.3
606500;20081013;1.5
606500;20081014;9.4
606500;20081015;2.2
606500;20081016;4.3
606500;20081017;9.5
606500;20081018;2.5
606500;20081019;6.4
606500;20081020;1.5
606500;20081021;4.5
606500;20081022;5.6
606500;20081023;7.1
606500;20081024;2.2
606500;20081025;6.2
606500;20081026;1.4
606500;20081027;6.1
606500;20081028;4.7
606500;20081029;6.7
606500;20081030;5
606500;20081031;5.7
606500;20101101;3.6
606500;20101102;0.8
606500;20101103;3.2
606500;20101104;4.1
606500;20101105;3.4
606500;20101106;4.3
606500;20101107;6
606500;20101108;5.9
606500;20101109;1.3
606500;20101110;2.6
606500;20101111;2.5
606500;20101112;1.3
606500;20101113;3.1
606500;20101114;1
606500;20101115;4.2
606500;20101116;4.3
606500;20101117;3.1
606500;20101118;0.7
606500;20101119;0.5
606500;20101120;1.5
606500;20101121;0.7
606500;20101122;1.2
606500;20101123;1.6
606500;20101124;2.4
606500;20101125;3.1
606500;20101126;3
606500;20101127;1.6
606500;20101128;1.7
606500;20101129;2.9
606500;20101130;3.1
606500;20091201;3.3
606500;20091202;3.1
606500;20091203;0.6
606500;20091204;0.5
606500;20091205;0.4
606500;20091206;0.5
606500;20091207;1.2
606500;20091208;1
606500;20091209;0.4
606500;20091210;0.3
606500;20091211;0.8
606500;20091212;2.3
606500;20091213;2.6
606500;20091214;2.1
606500;20091215;0.4
606500;20091216;1.1
606500;20091217;1.4
606500;20091218;1.3
606500;20091219;2.2
606500;20091220;1.4
606500;20091221;2.4
606500;20091222;0.8
606500;20091223;2.3
606500;20091224;1.3
606500;20091225;0.4
606500;20091226;2.2
606500;20091227;0.7
606500;20091228;2.5
606500;20091229;1.9
606500;20091230;1.3
606500;20091231;2.5
