statid;the_date;elem_val(MJ/m^2)
603100;20081013;1
603100;20081014;8.1
603100;20081015;1.6
603100;20081016;3.6
603100;20081017;8.6
603100;20081018;2.7
603100;20081019;6
603100;20081020;1.2
603100;20081021;4
603100;20081022;6
603100;20081023;6
603100;20081024;1.5
603100;20081025;5.7
603100;20081026;1.4
603100;20081027;6
603100;20081028;6.2
603100;20081029;6.3
603100;20081030;4.2
603100;20081031;4.3
603100;20101101;3.8
603100;20101102;0.6
603100;20101103;3.5
603100;20101104;4
603100;20101105;3.4
603100;20101106;4.3
603100;20101107;5.1
603100;20101108;4.7
603100;20101109;1.1
603100;20101110;3.2
603100;20101111;2.2
603100;20101112;1.6
603100;20101113;1.4
603100;20101114;1
603100;20101115;3.4
603100;20101116;3.8
603100;20101117;3.5
603100;20101118;0.7
603100;20101119;0.7
603100;20101120;0.9
603100;20101121;0.6
603100;20101122;0.8
603100;20101123;1.7
603100;20101124;1.7
603100;20101125;2.2
603100;20101126;2.3
603100;20101127;2
603100;20101128;1.2
603100;20101129;2.3
603100;20101130;2
603100;20091201;2.5
603100;20091202;2.6
603100;20091203;0.4
603100;20091204;0.3
603100;20091205;0.5
603100;20091206;0.3
603100;20091207;1.4
603100;20091208;0.6
603100;20091209;0.6
603100;20091210;0.3
603100;20091211;0.6
603100;20091212;2
603100;20091213;1.9
603100;20091214;0.7
603100;20091215;0.5
603100;20091216;1
603100;20091217;1.7
603100;20091218;0.9
603100;20091219;1.5
603100;20091220;1.7
603100;20091221;1.7
603100;20091222;0.6
603100;20091223;1.6
603100;20091224;1
603100;20091225;0.3
603100;20091226;1.5
603100;20091227;0.8
603100;20091228;2.1
603100;20091229;1.5
603100;20091230;1.3
603100;20091231;1.9
