statid;the_date;elem_val(MJ/m^2)
618800;20060528;8.7
618800;20060529;16.6
618800;20060530;26.8
618800;20060531;26.9
618800;20050601;9.3
618800;20050602;6.2
618800;20050603;10.7
618800;20050604;13
618800;20050605;10.4
618800;20050606;13.6
618800;20050607;22.9
618800;20050608;27.7
618800;20050609;25.8
618800;20050610;14.4
618800;20050611;22
618800;20050612;11.4
618800;20050613;9.1
618800;20050614;25.3
618800;20050615;25.7
618800;20050616;17.4
618800;20050617;6.3
618800;20050618;28.1
618800;20050619;18.8
618800;20050620;24.9
618800;20050621;17.6
618800;20050622;23.2
618800;20050623;21.8
618800;20050624;22.6
618800;20050625;14
618800;20050626;27.2
618800;20050627;22.7
618800;20050628;25.8
618800;20050629;27.8
618800;20050630;25.2
618800;20090701;28.6
618800;20090702;28.6
618800;20090703;25
618800;20090704;27.4
618800;20090705;9.9
618800;20090706;19.5
618800;20090707;21.9
618800;20090708;22.1
618800;20090709;22.3
618800;20090710;14.6
618800;20090711;18.2
618800;20090712;17.5
618800;20090713;20.1
618800;20090714;21.2
618800;20090715;22.3
618800;20090716;25.9
618800;20090717;23.1
618800;20090718;6.5
618800;20090719;14.3
618800;20090720;16.6
618800;20090721;25.1
618800;20090722;11.6
618800;20090723;10.4
618800;20090724;15.5
618800;20090725;21.9
618800;20090726;17.7
618800;20090727;11.7
618800;20090728;22.6
618800;20090729;14.1
618800;20090730;15
618800;20090731;22.6
618800;20090801;22
618800;20090802;18.7
618800;20090803;4
618800;20090804;13.6
618800;20090805;24.4
618800;20090806;25.1
618800;20090807;24.2
618800;20090808;23
618800;20090809;20.3
618800;20090810;14
618800;20090811;15.5
618800;20090812;13.1
618800;20090813;17
618800;20090814;19.4
618800;20090815;7.7
618800;20090816;18.9
618800;20090817;11.8
618800;20090818;18.1
618800;20090819;22
618800;20090820;21.8
618800;20090821;7.6
618800;20090822;19.4
618800;20090823;18
618800;20090824;20.8
618800;20090825;15.4
618800;20090826;16.5
618800;20090827;17.4
618800;20090828;7.9
618800;20090829;15.8
618800;20090830;14
618800;20090831;10.3
618800;20090901;19.2
618800;20090902;11.9
618800;20090903;5.6
618800;20090904;9.2
618800;20090905;5.5
618800;20090906;10.6
618800;20090907;11.2
618800;20090908;15.8
618800;20090909;12.2
618800;20090910;15.3
618800;20090911;14.1
618800;20090912;12.2
618800;20090913;10.9
618800;20090914;15.8
618800;20090915;13.5
618800;20090916;15.3
618800;20090917;12.1
618800;20090918;15.2
618800;20090919;15.4
618800;20090920;12.3
618800;20090921;11.9
618800;20090922;9.2
618800;20090923;9.2
618800;20090924;9.6
618800;20090925;12.4
618800;20090926;3.3
618800;20090927;3.2
618800;20090928;5.1
618800;20090929;10.9
618800;20090930;8.7
618800;20081001;5
618800;20081002;7.9
618800;20081003;6
618800;20081004;9.6
618800;20081005;2.9
618800;20081006;11.3
618800;20081007;11.3
618800;20081008;10.8
618800;20081009;8.6
618800;20081010;6.2
618800;20081011;2.2
618800;20081012;9.1
618800;20081013;5.6
618800;20081014;9.4
618800;20081015;1.9
618800;20081016;4.8
618800;20081017;7.5
618800;20081018;2.7
618800;20081019;6.7
618800;20081020;6.3
618800;20081021;2
618800;20081022;4.3
618800;20081023;7.3
618800;20081024;1.4
618800;20081025;6.9
618800;20081026;0.7
618800;20081027;4
618800;20081028;6.1
618800;20081029;6
618800;20081030;1.1
618800;20081031;3.8
618800;20101101;2.7
618800;20101102;1.3
618800;20101103;3
618800;20101104;2.3
618800;20101105;2.1
618800;20101106;3.7
618800;20101107;5.4
618800;20101108;4.6
618800;20101109;1.3
618800;20101110;1.1
618800;20101111;2.9
618800;20101112;2
618800;20101113;3.5
618800;20101114;1
618800;20101115;4
618800;20101116;2.9
618800;20101117;1.6
618800;20101118;1.2
618800;20101119;0.7
618800;20101120;1.4
618800;20101121;1.1
618800;20101122;1
618800;20101123;0.5
618800;20101124;1.8
618800;20101125;2
618800;20101126;1.5
618800;20101127;0.9
618800;20101128;1.4
618800;20101129;2
618800;20101130;3
618800;20091201;1.6
618800;20091202;1.8
618800;20091203;0.9
618800;20091204;0.8
618800;20091205;1.2
618800;20091206;0.3
618800;20091207;0.8
618800;20091208;1
618800;20091209;0.5
618800;20091210;0.2
618800;20091211;1.3
618800;20091212;1.6
618800;20091213;1.2
618800;20091214;0.9
618800;20091215;0.7
618800;20091216;0.7
618800;20091217;1.7
618800;20091218;1.3
618800;20091219;2.5
618800;20091220;1.7
618800;20091221;1.8
618800;20091222;0.6
618800;20091223;0.8
618800;20091224;0.8
618800;20091225;0.2
618800;20091226;2
618800;20091227;0.3
618800;20091228;2.2
618800;20091229;1.8
618800;20091230;2
618800;20091231;1.7
