statid;the_date;elem_val(MJ/m^2)
619700;20060501;6.3
619700;20060502;13.9
619700;20060503;24.2
619700;20060504;24.7
619700;20060505;23.1
619700;20060506;21.5
619700;20060507;23.7
619700;20060508;26.6
619700;20060509;27.4
619700;20060510;27.4
619700;20060511;25.1
619700;20060512;26.3
619700;20060513;23.8
619700;20060514;26.7
619700;20060515;24.8
619700;20060516;5.5
619700;20060517;23.6
619700;20060518;5.6
619700;20060519;12.5
619700;20060520;18.6
619700;20060521;17.3
619700;20060522;20.7
619700;20060523;18.1
619700;20060524;27.4
619700;20060525;27
619700;20060526;24
619700;20060527;26.8
619700;20060528;7.7
619700;20060529;26.7
619700;20060530;22.3
619700;20060531;23.5
619700;20050601;17.3
619700;20050602;17.6
619700;20050603;14.3
619700;20050604;20.9
619700;20050605;23.3
619700;20050606;19.9
619700;20050607;5.6
619700;20050608;30.9
619700;20050609;29.8
619700;20050610;21.8
619700;20050611;22.1
619700;20050612;21.1
619700;20050613;16.6
619700;20050614;29.5
619700;20050615;24.5
619700;20050616;28.5
619700;20050617;6.7
619700;20050618;27.9
619700;20050619;27.5
619700;20050620;29.5
619700;20050621;21
619700;20050622;27.5
619700;20050623;24
619700;20050624;23.4
619700;20050625;19.6
619700;20050626;29.7
619700;20050627;25.2
619700;20050628;27.8
619700;20050629;25.6
619700;20050630;30.5
619700;20090701;23.9
619700;20090702;28.1
619700;20090703;28.4
619700;20090704;27
619700;20090705;11.7
619700;20090706;24.1
619700;20090707;24.7
619700;20090708;12.9
619700;20090709;25.8
619700;20090710;18.5
619700;20090711;20.3
619700;20090712;25.9
619700;20090713;22.6
619700;20090714;20
619700;20090715;18.9
619700;20090716;26.8
619700;20090717;24.5
619700;20090718;11.3
619700;20090719;7.3
619700;20090720;19.1
619700;20090721;24.2
619700;20090722;15.2
619700;20090723;16.6
619700;20090724;21.2
619700;20090725;16.2
619700;20090726;16.9
619700;20090727;23.5
619700;20090728;19.4
619700;20090729;24.6
619700;20090730;16.7
619700;20090731;20.8
619700;20090801;24.5
619700;20090802;21.9
619700;20090803;17.7
619700;20090804;8
619700;20090805;24.6
619700;20090806;24
619700;20090807;22.9
619700;20090808;24.1
619700;20090809;20.8
619700;20090810;16.6
619700;20090811;17
619700;20090812;14.7
619700;20090813;18.4
619700;20090814;21.3
619700;20090815;8
619700;20090816;22.2
619700;20090817;14
619700;20090818;21.1
619700;20090819;21.8
619700;20090820;22.3
619700;20090821;12
619700;20090822;20.2
619700;20090823;21.6
619700;20090824;20.6
619700;20090825;19.8
619700;20090826;17.8
619700;20090827;19.7
619700;20090828;12.8
619700;20090829;15.8
619700;20090830;13.8
619700;20090831;18.1
619700;20090901;19.7
619700;20090902;15.9
619700;20090903;4.2
619700;20090904;15.1
619700;20090905;8
619700;20090906;13.5
619700;20090907;13.3
619700;20090908;17
619700;20090909;16.8
619700;20090910;4.3
619700;20090911;14.9
619700;20090912;13.2
619700;20090913;5.7
619700;20090914;12.6
619700;20090915;12.9
619700;20090916;14.3
619700;20090917;12.2
619700;20090918;15
619700;20090919;15.4
619700;20090920;15.1
619700;20090921;15.1
619700;20090922;8.4
619700;20090923;11
619700;20090924;11.5
619700;20090925;11
619700;20090926;4.4
619700;20090927;10.8
619700;20090928;3.4
619700;20090929;11.4
619700;20090930;11.3
619700;20081001;4.6
619700;20081002;4.6
619700;20081003;3.6
619700;20081004;5.4
619700;20081005;2.6
619700;20081006;11
619700;20081007;10.2
619700;20081008;10.9
619700;20081009;4.7
619700;20081010;5.9
619700;20081011;7.5
619700;20081012;3.9
619700;20081013;6.5
619700;20081014;8.2
619700;20081015;3.7
619700;20081016;7.2
619700;20081017;7.1
619700;20081018;4.9
619700;20081019;7.7
619700;20081020;7.2
619700;20081021;2.3
619700;20081022;4.5
619700;20081023;7.2
619700;20081024;7.8
619700;20081025;6.7
619700;20081026;1.9
619700;20081027;2.9
619700;20081028;6
619700;20081029;2.9
619700;20081030;0.5
619700;20081031;4.6
619700;20101101;1.6
619700;20101102;0.7
619700;20101103;2
619700;20101104;1.7
619700;20101105;3.4
619700;20101106;3.1
619700;20101107;2.9
619700;20101108;0.9
619700;20101109;1.5
619700;20101110;1.4
619700;20101111;2.6
619700;20101112;1.4
619700;20101113;3.4
619700;20101114;0.8
619700;20101115;2.3
619700;20101116;1.8
619700;20101117;0.8
619700;20101118;0.7
619700;20101119;0.3
619700;20101120;0.8
619700;20101121;0.8
619700;20101122;0.3
619700;20101123;0.8
619700;20101124;1.5
619700;20101125;1.9
619700;20101126;2
619700;20101127;2.4
619700;20101128;2.1
619700;20101129;0.9
619700;20101130;1.9
619700;20091201;0.7
619700;20091202;0.8
619700;20091203;2.1
619700;20091204;0.8
619700;20091205;0.6
619700;20091206;0.4
619700;20091207;0.8
619700;20091208;1.1
619700;20091209;2.3
619700;20091210;0.5
619700;20091211;0.6
619700;20091212;1.2
619700;20091213;1.4
619700;20091214;1.8
619700;20091215;1.6
619700;20091216;1.1
619700;20091217;0.4
619700;20091218;0.6
619700;20091219;1.3
619700;20091220;1.2
619700;20091221;0.7
619700;20091222;0.8
619700;20091223;1
619700;20091224;1
619700;20091225;0.2
619700;20091226;1.3
619700;20091227;0.5
619700;20091228;0.4
619700;20091229;2.6
619700;20091230;0.8
619700;20091231;1.8
